summary,intent
 오르다 내리면서 마감 했드라구요 지금 담아도 될까요??              ,매매타이밍
디에스티 1000원대에 매수 하는게 낫다던데 모르겠어요,매매평가
어떤가요? 저점 같은 생각도 들고요 아무도 모르겠지만 괜찮을까요?,매매평가
어보브반도체 반등좀 하나 싶었는데 오늘 또 하락하네요. 비메모리반도체 벌써 시세 끝난건 아닐텐데 왜 이렇게 지지부진한지 답답하네요. 조언 부탁드려요,멘탈
내년도 최저임금 수준 올해보다 2.87% 인상된 8590원 이 되었네요. 살아갈려면 주식도 빨간불이 되어야 하는데 맨날 파란불이니 막막합니다,멘탈
"삼성전기 102,000원에 매수했었는데  요며칠 10만원 돌파하더니 다니 고꾸라지네요 기업이 좋아도 공매도때문에 씁쓸하네요",멘탈
멋도 모르고 했다가 손해 막심입니다  마통으로 주식하다가 스트레스만 받네요,멘탈
탈출할날이 올까 참 하루하루가 오를듯말듯 애간장을태우네요,멘탈
바이로주만 와르르 무너진날입니다 현대바이오만 없는데 고것만 오르네요 헬익스미스 유무상증자에 이어 오늘 에이비엘바이오까지 정말 뒤통수 제대로 맞습니다 ,멘탈
배럴 6월까지 들고가보려 하는데 여름수혜주 이기도 하니까 지금보다 떨어지지는 않겠죠? 매수해둔걸 오래 들고갈 때 멘탈관리 어찌 하시나요?.,멘탈
저번에 큰수익 먹고 소액만 저번에 들어갔어요 아쉽네요,멘탈
오늘 장 너무 안좋은거같아요 바이오가 주종목이라 갑갑하네요,멘탈
일하다가 잠깐 다시 들여다 본사이에 35%까지.. 감사합니다.,멘탈
동양네트웍 보유하고 계신분 있나요 감사보고서 나오기 직전인데 비적정 의견거절이나 안떴으면 좋겠네요,멘탈
2만9천원대 매수했거든요 손해가 커지기만하네요  걱정이네요,멘탈
  손절을 못하고 있으니 점점 손실폭이 커지고  조금씩 손절을 해도 마이너스 금액은  변화가 적고  오늘 조금 올랐어도 내일이 두려워 지네요.  ,멘탈
크리스탈 보유중인데 많이 빠지네요...내일이 걱정이네요,멘탈
바른전자는 버티다가 그만 상폐되겠네요 주식 참 힘드네요 버티는게 답이 아니란걸 절실히 느끼게 해주네요,멘탈
하이닉스 왠일 이래요 평단까진 아직 한참 남았지만 기분 좋아요,멘탈
오를거야 오를거야 하고 버텼는데 손익률이 -12%네요 막막합니다,멘탈
"대북주, 대선주, 미중무역, 보안주까지 다 차례로 오르는거같은데 미리 따라가질 못하는거같아 아쉽네요",멘탈
끝없이 내리기만하니 점점 걱정되네요. 예전에는 멘탈 며칠 잡으면 괜찮아졌는데.. 요즘은 겨우 잡은멘탈을 탈탈 털아버리네요 제발 안정 좀 찾았으면 좋겠어요.,멘탈
급등 주던 한달던에 매도 못하고 여태 들고 있습니다 손절은 너무 금액이 큰데 휴 골치가 아픕니다,멘탈
하루종일 보고있다가 860에 매도했는데 한시간 딴짓하고온동안 910찍었네요 슬퍼요,멘탈
마이크로프랜드 어떤가요 손절을 해야했어야 했는데  하지 못해서 슬프네요 ,멘탈
요즘 IHQ 라는 종목을 보고 있습니다. 딜라이브 라는 최대주주로 있는 회사를 매각검토중이라는 뉴스가 있었는데요.  이게 이 종목에 어떤 영향을 가져올지를 잘 모르겠네요.. ,재료
필룩스 보호예수금 풀리면 조금 올라가지 않을까 했는데 어찌 더 내려갈까요? 시일이 좀 더 걸려야 할까요,재료
키이스트가 합병을한다는데 이거 좋은뉴스일까요?,재료
선급금지급영향인지 어제오늘 하락장영향인지 재미없는 날 연속이네여 ,재료
5월에 무상증자를 할텐데..  그러면 이게 호재로 인해서 주식이 오르게 되는건가요?  아니면 권리락으로 인해서 주가가 하락할 확율이 높을까요? ,재료
주총대란(정족수 미달)로 인한 악영향 있을까요?,재료
장원테크  전환사채도 발행했는데 운영자금으로 쓴다면 악재인거죠? ,재료
공매도과열 붙은게 안좋은건가요?,재료
한번 사보고 싶은데 늦었나요? vi발동이 몇번이나 됬던데 긍정적인걸까요?    ,재료
차트 볼줄도 모르고 공시가 떳는데 이게 악재인건가요?,재료
이런식으로 외국인들이 매수중이면 좋은 신호 인가요??,재료
예수금이 없어서 관종하고 있었는데 적삼병 출현하면 그렇지않을 수도 있지만 보통 상승세탄다고 보면 되나요? ,재료
 skc 상승세인듯  한데 회원님들은 어찌 보시나요? 폴더폰 영향으로 상승할까요?   ,재료
솔직히 무증이 좋은건지 알았는데 안좋은거 같네요. 가지고 있는거 매도해도 지금 손해인데 28일 만일 주가가 많이 떨어지면 떨어진 가격으로 받는건데 많이 손해 보는거 아닌가요? ,재료
인수합병 했다는 소식 들리는대요 이 뜻은 좋은거예요? 안좋은 거예요? 재무는 안좋고 불성실 법인 이라고 뜨는데 이런경우는 보통 내일 어찌 가나요?,재료
증시가좋으면 은행주도오를까요?,재료
유상증자 발행한다는 기사가 떴는데  월요일 되면 대 폭락 인가요? ,재료
합병이 좋은건지 나쁜건지 빨리 손절해야하는지 ,재료
사고보니 내일은 3일연속 상한가를 치고 떡락할것같다는 말들이 있고...   보통 이렇게 상한가를 연속으로 친 주가는 어떻게되는건가요    ,재료
호가창 보고 있는데 체결량이 거의 1이네요 이런건 어떤 조짐인지 아시는분 계실까요?? ,재료
 CB발행하면 좋은건가요?,재료
자회사 주식이 상장하면 주가가 움직이긴 하는건지 궁금하네요,재료
한국기업이 해외업체에서 투자받는 공급계약체결이 있을때에도 그 기업 주식이 평소 테마주 폭등하듯이 쭉쭉 올라가나요???      ,재료
해외 금etf에 투자중인데 어제 급락했더라구요 주가가 상승시 금값은 계속 떨어지는건가요? ,재료
gs건설 재미보던 주식이라 요즘에 정부정책도 그래서 그런지 주가폭락이였는데 이번에 오를까요? ,재료
거래대금이 상위라는건 수급이 들어왔다는게 맞나요??,재료
서진시스템 주식 가지고 있는게 있어서 무상증자 후 주식은 어떻까요??,재료
skc코오롱pi 오늘 한경에 연간300톤규모 pi필름공급 계약체결했다는데 저번주에 이어 쭉쭉 내리고 있네요. 올라가겠죠?,재료
한진칼처럼 경영싸움나는 경우 주식투자자들에게 좋은건가요? ,재료
자기주식취득 신탁계약 체결 결정이라는 공시가 올라왔는데 좋은건가요?  ,재료
트럼프 중간선거 영향 궁금합니다,재료
납입대상의 미납으로인해 제3자 유증한다는데요 이걸 어떻게 받아들여야 할지 모르겠어요 ,재료
kd건설 합병하는거 같던데 얼마나 갈까요,재료
셀트리온 블록딜 하면 계속 안좋겠죠???,재료
요번에 디에이테크놀로지라고 무증을 한다고 해서 주가가 엄청 떨어지던데 권리락 이후에 다시 원위치가될까요? ,재료
최대주주가 장내 주식매수는 어떤의미가 있나요?,재료
보유주식이 액면분할을 당하면 어떻게되나요??,재료
주식병합은 호재인가요?,재료
20프로 넘는 하락에서 오늘 거래량이 쫌 터지며 윗꼬리 달리는데  좋은징조로 봐야할까요? ,재료
매직마이크로 300억 전환사채 발행한다고 호재라고 하던데 왜 저렇게 된거죠?,재료
화장품관련주  중국 관세부과 결정 관련있겠죠?,재료
누적거래량도 6만대였던것 같은데 갑자기 10만대가 되었는데  저런 흐름은 어떤식으로 해석해야 할까요?        ,종목분석
"후성 오늘 거래량이 엄청많은데 딱히 오르지도 내리지도 않네요, 어떻게 생각해?",종목분석
삼성엔지니어링 어떨가요.      ,종목분석
후성은 가망없는건가요?,종목분석
2분기 실적 나오는데로 손절이든 익절이든 할거 같은데  지금 딱히 수주한게 없어서 2분기도 나가리 느낌이네요,종목분석
벌써 -50프로인데 들어간 비중이 커서 고민됩니다 이번에 유상증자로 갑자기 20프로가 떨어지네요,종목분석
없는 거래량 와중에 수급은 더 눈에 띄는 것 같기고 하고 아닌 것 같기도 하고 평단은 좋아보이고 N상선까지는 한번 틔워 주지 않을까 생각합니다. ,종목분석
매수한지는 벌써 몇년전이고 매수가는 5천중반대입니다.  실적도 좋고 지금 주가보다는 높아야된다고 생각하는데 스맥 어떻게 보이시는지 분석 부탁드립니다. ,종목분석
흑자 기업인데 액면가 이하로 거래되는 이유는 뭔가요?,종목분석
외국인의 매수가 많아지고 있고 차트를 아직 잘 모르지만 상당히 밑에 위치한다고 판단하였습니다 좋은의견 있으시면 한마디 부탁드려요,종목분석
북중정상회담한다고 하던데 그래서 혹시나 하는 마음에 크리스탈신소재를 1655원에 발한번 담궈봤는데 여러분들의 의견은 어떻게 생각하십니까? ,종목분석
아이센스 실적도 좋고 전망도 있어보이는데 고견부탁드립니다,종목분석
삼성전기 의견 부탁 드립니다  ,종목분석
요즘 조정중일까요? 에이치엘비랑 엔지켐 보유중인데 요 몇일 계속 내리네요.,종목분석
담주까지 좀 더 가지고 있어볼까 싶으면서도 손절해야하나 싶고 다른 분들은 어찌 보세요?,종목분석
화신기계 어떤가요? 화신기계 어떤가요?,종목분석
 누리텔레콤 여름주식이라 생각하고 가지고 있는데 영 힘을 못쓰네 거래량이 넘 없고 현재 -12프로 입니다 ,종목분석
혹시 아기상어 관련주 삼성출판사 어떻게 보시나요? 박스권 하단 부근이라 16000저점 잡고 진입해보면 될것같은데 신규로 어떤지 궁금합니다 ,종목분석
이번에 흑자전환한 반도체장비 회사입니다. 반도체 차폐관련 특허를 보유한 걸로 알고 있는데 요즘 반도체 이야기들이 많이 나오는 것 같아서 관심가져봅니다 어떻게 보시나요?  ,종목분석
 수산주도 생각보다 오르네요 상한가도 있고?   돼지와 연관있는것인가용?     ,종목분석
수급이 답보상태니 상승을 해도 그 폭이 제자리걸음입니다. 차트를 보면 그래도 최악은 아닌것 같은데 다른분들은 보시기에 어떠신가요? ,종목분석
하락일때 상승일때 선을 보라하시는데 봐도 이해 안가고 국일제지를 어찌생각하시나요?,종목분석
" 손실금액이 백단위는 아닌지라 눈 질끈감을까 하는데 파세코, 위지윅 어떻게 보고 계신가 궁금해요",종목분석
3자배정 유상증자 하면 주가에 긍정적인가요??,종목분석
지정된 날 하루는 공매도를 못하는거니 이게 좋은 건가용?? ,종목분석
 제3자 유증은 호재라던데 추가상장도 같은 맥락이겠지요? 관종에 넣어두고 지켜보고 있습니다.,종목분석
파세코 보유하신분들 계실 것 같은데 공시가 오늘 나왔는데요.  중견기업에서 벤처기업으로 소속부변경되었는데 호재인지요?  ,종목분석
  우리기술투자랑 드림시큐리티 물려있는데 다른분들은 이 종목 어떻게 생각하시나요??    ,종목분석
"근래 테마의 호재뉴스에도 크게 반응을 하지 않는것이, 세력이 이탈한 것일까요? 아니면 순환매를 위한 매집구간인것일까요?  ",종목분석
더블유게임즈 일봉은 5일과 120일 깨고 내려와 있습니다. 상승흐름을 꺽고 하락으로 돌아설지는 모르겠지만 개인적으로는 괜찮아보입니다. 어떻게 보시는지요? ,종목분석
